source,target,strength,connection_type,color_flow,time
light_d29_h20,light_d29_h21,0.8,temporal,negative,717
humidity_d29_h20,humidity_d29_h21,0.8,temporal,neutral,717
nutrients_d29_h20,nutrients_d29_h21,0.8,temporal,neutral,717
air_quality_d29_h20,air_quality_d29_h21,0.8,temporal,neutral,717
light_d29_h21,light_d29_h22,0.8,temporal,negative,718
humidity_d29_h21,humidity_d29_h22,0.8,temporal,neutral,718
nutrients_d29_h21,nutrients_d29_h22,0.8,temporal,neutral,718
air_quality_d29_h21,air_quality_d29_h22,0.8,temporal,neutral,718
light_d29_h22,light_d29_h23,0.8,temporal,negative,719
humidity_d29_h22,humidity_d29_h23,0.8,temporal,neutral,719
nutrients_d29_h22,nutrients_d29_h23,0.8,temporal,neutral,719
air_quality_d29_h22,air_quality_d29_h23,0.8,temporal,positive,719
